index;id;Gender;Customer Type;Age;Type of Travel;Class;Flight Distance;Inflight wifi service;Departure/Arrival time convenient;Ease of Online booking;Gate location;Food and drink;Online boarding;Seat comfort;Inflight entertainment;On-board service;Leg room service;Baggage handling;Checkin service;Inflight service;Cleanliness;Departure Delay in Minutes;Arrival Delay in Minutes;satisfaction
14260;14414;Male;Loyal Customer;35;Business travel;Business;3796;3;3;3;3;1;4;4;4;4;5;4;1;4;5;3;8.0;satisfied
14261;84104;Male;Loyal Customer;60;Business travel;Eco;1069;3;5;5;5;3;3;3;3;2;1;4;4;3;3;21;6.0;neutral or dissatisfied
14262;30687;Male;Loyal Customer;34;Business travel;Business;680;1;5;5;5;3;2;2;1;1;1;1;3;1;1;50;52.0;neutral or dissatisfied
14263;112069;Male;Loyal Customer;60;Business travel;Business;1491;5;5;5;5;2;4;4;5;5;5;5;3;5;4;52;29.0;satisfied
14264;117813;Female;Loyal Customer;11;Personal Travel;Eco;328;4;4;4;3;2;4;2;2;1;5;3;4;4;2;4;4.0;satisfied
14265;120860;Male;Loyal Customer;37;Business travel;Business;2106;2;2;2;2;2;4;4;2;2;2;2;4;2;3;0;0.0;satisfied
14266;109784;Male;Loyal Customer;30;Business travel;Business;1204;2;2;2;2;4;5;4;4;4;5;4;5;5;4;0;0.0;satisfied
14267;124998;Female;Loyal Customer;68;Business travel;Business;3817;2;1;1;1;5;3;4;4;4;4;2;1;4;1;0;0.0;neutral or dissatisfied
14268;82317;Female;disloyal Customer;24;Business travel;Business;456;0;0;0;4;2;0;2;2;5;3;4;4;5;2;0;0.0;satisfied
14269;95364;Female;Loyal Customer;15;Personal Travel;Eco;239;2;1;2;4;3;2;3;3;3;2;4;2;3;3;0;0.0;neutral or dissatisfied
14270;23464;Female;Loyal Customer;40;Business travel;Business;2799;3;2;2;2;5;4;3;3;3;3;3;2;3;4;0;0.0;neutral or dissatisfied
14271;127767;Female;Loyal Customer;7;Personal Travel;Eco;255;2;4;2;5;3;2;3;3;1;3;4;3;4;3;0;0.0;neutral or dissatisfied
14272;83043;Male;Loyal Customer;52;Business travel;Business;1145;5;5;5;5;2;4;5;4;4;4;4;4;4;3;1;0.0;satisfied
14273;37408;Female;disloyal Customer;28;Business travel;Eco;1074;5;5;5;1;2;5;2;2;2;5;3;3;4;2;0;0.0;satisfied
14274;119837;Female;Loyal Customer;38;Business travel;Eco;1095;3;1;1;1;3;3;3;3;4;1;3;1;4;3;0;0.0;neutral or dissatisfied
14275;60900;Male;Loyal Customer;45;Personal Travel;Eco Plus;420;2;5;3;5;5;3;5;5;5;3;5;2;2;5;30;35.0;neutral or dissatisfied
14276;126193;Female;disloyal Customer;20;Business travel;Business;631;5;1;5;2;2;5;2;2;4;5;5;5;4;2;0;0.0;satisfied
14277;73402;Female;disloyal Customer;44;Business travel;Eco;1144;2;2;2;3;4;2;4;4;3;4;4;2;3;4;75;57.0;neutral or dissatisfied
14278;13438;Female;Loyal Customer;56;Business travel;Business;3294;5;5;5;5;2;1;5;4;4;4;4;2;4;5;0;0.0;satisfied
14279;32503;Male;disloyal Customer;47;Business travel;Eco;102;1;4;1;2;3;1;3;3;1;1;1;3;4;3;2;14.0;neutral or dissatisfied
14280;127759;Female;Loyal Customer;15;Personal Travel;Eco;601;2;5;2;1;1;2;1;1;1;2;1;2;3;1;0;1.0;neutral or dissatisfied
14281;72007;Male;Loyal Customer;44;Business travel;Eco Plus;1037;2;3;3;3;2;2;2;2;1;1;4;2;3;2;7;21.0;neutral or dissatisfied
14282;60639;Female;Loyal Customer;35;Business travel;Business;1620;1;1;5;1;3;5;4;4;4;4;4;5;4;4;0;0.0;satisfied
14283;83989;Male;Loyal Customer;54;Business travel;Eco;373;4;2;2;2;4;4;4;4;1;4;2;2;3;4;0;0.0;neutral or dissatisfied
14284;32816;Male;disloyal Customer;18;Business travel;Eco;101;1;0;1;3;2;1;3;2;2;2;5;5;1;2;0;0.0;neutral or dissatisfied
14285;83227;Male;Loyal Customer;49;Business travel;Business;1979;4;4;5;4;4;5;5;4;4;4;4;5;4;5;6;0.0;satisfied
14286;19129;Female;Loyal Customer;26;Personal Travel;Eco;323;1;4;1;2;4;1;4;4;3;5;2;3;2;4;15;0.0;neutral or dissatisfied
14287;85166;Male;Loyal Customer;40;Business travel;Business;3186;5;5;5;5;3;4;5;5;5;5;5;4;5;4;22;7.0;satisfied
14288;73769;Female;Loyal Customer;26;Personal Travel;Eco;192;2;4;2;2;3;2;5;3;3;3;4;3;4;3;4;1.0;neutral or dissatisfied
14289;47295;Male;disloyal Customer;23;Business travel;Eco;532;4;0;4;4;5;4;5;5;4;5;5;4;2;5;0;0.0;satisfied
14290;75559;Male;Loyal Customer;46;Business travel;Business;3425;5;5;5;5;5;4;4;5;5;5;5;3;5;3;0;6.0;satisfied
14291;89242;Female;Loyal Customer;41;Personal Travel;Eco Plus;1947;4;4;4;1;5;5;4;2;2;4;2;3;2;5;84;85.0;neutral or dissatisfied
14292;33708;Female;Loyal Customer;42;Business travel;Eco;805;4;4;4;4;2;5;4;4;4;4;4;4;4;5;0;0.0;satisfied
14293;127563;Female;Loyal Customer;32;Business travel;Business;1670;5;5;5;5;2;2;2;2;4;2;5;3;4;2;34;18.0;satisfied
14294;101674;Male;Loyal Customer;34;Personal Travel;Eco;2106;4;2;4;4;2;4;2;2;4;1;3;4;4;2;4;0.0;satisfied
14295;104323;Female;Loyal Customer;41;Business travel;Business;1902;1;1;1;1;5;4;4;5;5;5;5;4;5;3;0;0.0;satisfied
14296;50270;Female;Loyal Customer;42;Business travel;Eco;266;2;4;4;4;1;4;3;2;2;2;2;4;2;2;0;0.0;neutral or dissatisfied
14297;111292;Female;Loyal Customer;52;Personal Travel;Eco Plus;459;2;4;2;5;5;4;4;2;2;2;2;5;2;3;1;0.0;neutral or dissatisfied
14298;6468;Male;Loyal Customer;73;Business travel;Eco Plus;296;5;5;3;5;5;5;5;5;2;1;3;1;1;5;0;0.0;satisfied
14299;9346;Male;Loyal Customer;40;Business travel;Business;441;5;5;5;5;4;5;5;3;3;3;3;3;3;5;0;30.0;satisfied
14300;9093;Female;disloyal Customer;26;Business travel;Business;160;3;0;3;5;1;3;1;1;3;4;5;4;4;1;0;0.0;neutral or dissatisfied
14301;84022;Female;Loyal Customer;24;Personal Travel;Eco;321;3;2;3;4;4;3;4;4;1;2;4;3;4;4;10;;neutral or dissatisfied
14302;90595;Male;Loyal Customer;33;Business travel;Business;581;1;1;1;1;5;5;5;5;3;4;4;5;5;5;0;0.0;satisfied
14303;13396;Female;Loyal Customer;60;Personal Travel;Eco;505;2;4;2;4;4;5;5;4;4;2;4;3;4;3;121;114.0;neutral or dissatisfied
14304;119712;Male;Loyal Customer;28;Business travel;Business;2530;3;3;3;3;2;2;2;2;5;3;4;3;4;2;79;70.0;satisfied
14305;5032;Male;Loyal Customer;43;Business travel;Business;1951;2;2;2;2;2;5;5;4;4;5;4;3;4;4;2;0.0;satisfied
14306;73409;Female;Loyal Customer;61;Business travel;Business;3861;3;3;3;3;5;2;5;5;5;5;5;1;5;4;42;45.0;satisfied
14307;127397;Female;disloyal Customer;22;Business travel;Eco;868;3;3;3;3;4;3;2;4;1;3;3;4;3;4;0;0.0;neutral or dissatisfied
14308;128988;Male;Loyal Customer;58;Personal Travel;Eco;236;3;4;3;2;3;3;3;3;5;3;4;3;5;3;0;0.0;neutral or dissatisfied
14309;76289;Male;Loyal Customer;42;Business travel;Business;2677;1;5;5;5;1;1;1;1;1;4;3;1;2;1;0;0.0;neutral or dissatisfied
14310;94616;Male;disloyal Customer;18;Business travel;Eco;323;1;1;1;3;2;1;3;2;4;5;4;1;4;2;7;6.0;neutral or dissatisfied
14311;57275;Male;Loyal Customer;44;Personal Travel;Eco;804;1;2;1;3;1;1;1;1;3;3;4;4;4;1;3;0.0;neutral or dissatisfied
14312;29545;Male;Loyal Customer;58;Personal Travel;Business;1448;3;4;3;3;5;3;4;3;3;3;5;3;3;3;0;0.0;neutral or dissatisfied
14313;73320;Female;disloyal Customer;37;Business travel;Business;1012;1;1;1;2;3;1;3;3;3;2;5;5;5;3;0;7.0;neutral or dissatisfied
14314;55026;Female;disloyal Customer;23;Business travel;Eco;1303;3;3;3;3;4;3;1;4;4;4;4;3;5;4;0;0.0;neutral or dissatisfied
14315;8660;Female;disloyal Customer;40;Business travel;Business;304;1;1;1;2;2;1;2;2;5;2;5;3;5;2;0;0.0;neutral or dissatisfied
14316;123706;Female;Loyal Customer;29;Personal Travel;Eco;214;1;5;0;2;3;0;3;3;2;2;2;4;1;3;0;0.0;neutral or dissatisfied
14317;91176;Male;Loyal Customer;21;Personal Travel;Eco;404;1;5;1;3;3;1;3;3;4;3;4;4;4;3;88;94.0;neutral or dissatisfied
14318;40048;Female;disloyal Customer;28;Business travel;Eco;866;3;3;3;2;3;3;3;3;3;3;2;1;2;3;15;7.0;neutral or dissatisfied
14319;44498;Male;disloyal Customer;47;Business travel;Eco;411;2;1;3;4;4;3;2;4;3;5;4;2;3;4;0;0.0;neutral or dissatisfied
14320;11241;Male;Loyal Customer;36;Personal Travel;Eco;166;4;4;4;5;2;4;2;2;4;4;4;3;4;2;0;0.0;neutral or dissatisfied
14321;47701;Male;Loyal Customer;67;Personal Travel;Eco;1482;1;4;1;4;2;1;2;2;2;1;1;4;2;2;103;92.0;neutral or dissatisfied
14322;71922;Male;Loyal Customer;52;Business travel;Business;1723;2;2;2;2;4;4;4;5;4;4;4;4;5;4;175;185.0;satisfied
14323;95119;Female;Loyal Customer;43;Personal Travel;Eco;677;4;4;3;4;1;4;3;5;5;3;5;2;5;4;0;0.0;satisfied
14324;83966;Female;Loyal Customer;50;Business travel;Business;3056;3;3;3;3;5;4;4;5;5;5;5;3;5;4;0;10.0;satisfied
14325;37238;Male;Loyal Customer;9;Personal Travel;Business;972;5;4;5;3;3;5;1;3;3;5;4;5;5;3;0;0.0;satisfied
14326;89655;Male;Loyal Customer;62;Business travel;Business;2107;3;1;3;3;2;4;3;3;3;3;3;4;3;4;0;8.0;neutral or dissatisfied
14327;25612;Female;Loyal Customer;29;Business travel;Business;526;1;3;3;3;1;1;1;1;1;4;1;1;3;1;0;0.0;neutral or dissatisfied
14328;17398;Male;disloyal Customer;25;Business travel;Business;351;2;5;2;3;4;2;4;4;2;1;4;3;3;4;13;22.0;neutral or dissatisfied
14329;45020;Female;Loyal Customer;62;Personal Travel;Eco;224;2;4;2;4;4;5;3;5;5;2;3;4;5;3;0;0.0;neutral or dissatisfied
14330;11593;Male;Loyal Customer;52;Business travel;Eco;771;4;4;4;4;4;4;4;4;1;4;3;2;3;4;50;27.0;neutral or dissatisfied
14331;108554;Male;disloyal Customer;23;Business travel;Eco;735;3;3;3;3;3;1;1;3;3;4;5;1;5;1;339;319.0;neutral or dissatisfied
14332;102090;Male;Loyal Customer;59;Business travel;Business;226;1;1;1;1;2;5;5;5;5;4;5;4;5;5;9;6.0;satisfied
14333;92853;Female;Loyal Customer;27;Personal Travel;Eco Plus;1587;3;1;3;2;1;3;1;1;2;2;3;1;3;1;0;1.0;neutral or dissatisfied
14334;25505;Male;Loyal Customer;24;Business travel;Business;3780;1;4;4;4;1;1;1;1;3;1;2;2;2;1;1;1.0;neutral or dissatisfied
14335;2697;Female;Loyal Customer;35;Business travel;Business;3540;2;2;2;2;4;5;4;5;5;5;5;3;5;3;8;2.0;satisfied
14336;16642;Male;Loyal Customer;49;Business travel;Eco;488;4;4;4;4;4;4;4;4;3;2;5;3;4;4;52;60.0;satisfied
14337;60254;Female;Loyal Customer;56;Personal Travel;Eco;1506;3;2;3;4;1;3;4;5;5;3;5;1;5;2;0;0.0;neutral or dissatisfied
14338;86211;Female;disloyal Customer;39;Business travel;Business;377;4;4;4;3;3;4;3;3;4;5;4;1;4;3;34;33.0;neutral or dissatisfied
14339;42550;Female;Loyal Customer;68;Personal Travel;Eco;1091;1;3;1;3;4;3;3;5;5;1;5;4;5;4;0;0.0;neutral or dissatisfied
14340;320;Female;disloyal Customer;21;Business travel;Business;853;2;1;3;3;3;3;3;3;2;4;3;1;3;3;0;0.0;neutral or dissatisfied
14341;73269;Male;disloyal Customer;27;Business travel;Business;1144;1;1;1;4;3;1;3;3;4;3;4;5;4;3;25;16.0;neutral or dissatisfied
14342;91227;Male;Loyal Customer;27;Personal Travel;Eco;545;2;2;2;3;3;2;3;3;4;5;4;4;3;3;0;0.0;neutral or dissatisfied
14343;41690;Male;Loyal Customer;24;Personal Travel;Eco;936;2;4;2;1;4;2;4;4;5;4;5;4;5;4;0;0.0;neutral or dissatisfied
14344;26464;Male;Loyal Customer;38;Personal Travel;Eco;925;4;4;4;2;5;4;5;5;5;3;4;5;4;5;0;0.0;satisfied
14345;107867;Male;Loyal Customer;56;Business travel;Business;228;1;1;1;1;1;2;4;5;5;5;5;1;5;2;13;16.0;satisfied
14346;16;Male;Loyal Customer;70;Personal Travel;Eco;821;2;5;2;1;5;2;5;5;4;2;4;4;5;5;0;0.0;neutral or dissatisfied
14347;26692;Male;Loyal Customer;21;Personal Travel;Eco;404;2;5;2;3;4;2;4;4;5;2;5;3;5;4;0;0.0;neutral or dissatisfied
14348;29910;Female;Loyal Customer;45;Business travel;Business;2633;4;4;4;4;2;1;1;4;4;4;4;1;4;3;1;0.0;satisfied
14349;27470;Female;Loyal Customer;49;Business travel;Business;954;3;5;5;5;1;2;3;3;3;3;3;3;3;1;0;0.0;neutral or dissatisfied
14350;104275;Male;Loyal Customer;57;Business travel;Eco;1749;2;5;5;5;2;2;2;2;2;2;1;4;3;2;0;1.0;neutral or dissatisfied
14351;122599;Male;Loyal Customer;28;Business travel;Eco;728;2;1;1;1;2;2;2;2;4;3;1;3;1;2;0;0.0;neutral or dissatisfied
14352;46052;Female;Loyal Customer;64;Personal Travel;Eco;898;3;5;3;4;2;4;5;2;2;3;2;1;2;5;13;8.0;neutral or dissatisfied
14353;48242;Female;Loyal Customer;26;Personal Travel;Eco;236;1;4;1;4;3;1;3;3;5;4;5;5;5;3;0;0.0;neutral or dissatisfied
14354;72901;Female;Loyal Customer;33;Business travel;Business;2505;2;2;2;2;2;4;4;4;4;4;4;4;4;4;0;4.0;satisfied
14355;2478;Male;Loyal Customer;39;Business travel;Business;1379;2;2;2;2;4;4;5;4;4;5;4;3;4;3;109;99.0;satisfied
14356;105641;Female;disloyal Customer;39;Business travel;Business;925;2;3;3;3;1;3;1;1;5;3;4;3;4;1;14;12.0;satisfied
14357;96620;Female;disloyal Customer;11;Business travel;Eco;972;1;1;1;4;2;1;2;2;4;1;4;4;3;2;0;0.0;neutral or dissatisfied
14358;79919;Male;Loyal Customer;59;Business travel;Eco;1096;3;4;4;4;3;3;3;3;2;2;4;3;4;3;0;0.0;neutral or dissatisfied
14359;42199;Male;disloyal Customer;35;Business travel;Eco;315;2;0;3;3;2;3;4;2;1;4;2;1;3;2;0;0.0;neutral or dissatisfied
14360;16308;Female;disloyal Customer;25;Business travel;Eco;628;4;0;4;2;5;4;5;5;1;5;2;5;4;5;1;41.0;neutral or dissatisfied
14361;87166;Male;Loyal Customer;47;Business travel;Business;3182;2;2;2;2;3;4;5;4;4;4;4;5;4;3;0;0.0;satisfied
14362;31724;Male;Loyal Customer;15;Personal Travel;Eco;853;3;5;3;2;2;3;2;2;3;2;5;3;4;2;0;0.0;neutral or dissatisfied
14363;16956;Male;Loyal Customer;58;Business travel;Eco;1131;5;4;4;4;5;5;5;5;2;4;1;3;3;5;29;20.0;satisfied
14364;71253;Male;disloyal Customer;17;Business travel;Eco;733;4;4;4;3;4;4;4;4;5;1;2;1;5;4;1;0.0;satisfied
14365;103561;Male;Loyal Customer;53;Business travel;Business;738;3;3;3;3;3;4;5;4;4;5;4;3;4;5;24;22.0;satisfied
14366;122802;Male;disloyal Customer;23;Business travel;Business;599;5;4;5;3;4;5;4;4;4;2;4;5;4;4;2;0.0;satisfied
14367;9603;Male;Loyal Customer;27;Personal Travel;Eco;288;0;5;0;3;2;0;2;2;3;2;4;5;4;2;16;0.0;satisfied
14368;57313;Male;Loyal Customer;52;Business travel;Business;3492;2;2;2;2;3;4;5;4;4;4;4;4;4;4;63;51.0;satisfied
14369;42976;Male;Loyal Customer;51;Business travel;Business;236;4;4;4;4;2;4;2;4;4;5;4;5;4;4;63;67.0;satisfied
14370;5304;Male;Loyal Customer;16;Personal Travel;Eco;383;3;4;3;4;4;3;4;4;3;3;4;5;5;4;0;0.0;neutral or dissatisfied
14371;98109;Male;disloyal Customer;25;Business travel;Business;472;4;1;4;5;2;4;5;2;4;4;4;3;5;2;0;1.0;satisfied
14372;5386;Male;Loyal Customer;21;Personal Travel;Eco;812;3;3;3;2;3;3;3;3;4;2;2;4;2;3;0;0.0;neutral or dissatisfied
14373;118102;Male;disloyal Customer;50;Business travel;Eco;1999;1;2;2;3;2;1;2;2;2;5;2;1;4;2;29;33.0;neutral or dissatisfied
14374;52242;Female;disloyal Customer;20;Business travel;Eco;237;3;4;3;3;2;3;2;2;5;4;2;3;2;2;0;0.0;neutral or dissatisfied
14375;63186;Male;Loyal Customer;57;Business travel;Business;2973;5;5;5;5;5;4;5;4;4;4;4;5;4;5;0;2.0;satisfied
14376;48464;Female;disloyal Customer;17;Business travel;Eco;853;5;5;5;3;1;5;1;1;5;5;2;3;3;1;108;114.0;satisfied
14377;2157;Female;Loyal Customer;42;Business travel;Business;2393;1;1;3;1;3;5;4;4;4;4;4;5;4;5;0;21.0;satisfied
14378;85728;Male;disloyal Customer;37;Business travel;Business;666;3;3;3;4;3;3;4;3;4;4;4;5;5;3;0;0.0;neutral or dissatisfied
14379;104884;Male;Loyal Customer;33;Personal Travel;Eco;327;5;0;5;4;4;5;4;4;5;5;4;3;4;4;3;0.0;satisfied
14380;68968;Female;Loyal Customer;45;Business travel;Business;3869;1;1;1;1;4;4;5;2;2;2;2;4;2;5;0;0.0;satisfied
14381;40810;Female;Loyal Customer;41;Business travel;Business;1872;3;5;5;5;2;4;3;3;3;3;3;4;3;3;0;0.0;neutral or dissatisfied
14382;18789;Male;Loyal Customer;24;Business travel;Eco;503;5;1;5;5;5;5;5;5;4;3;3;3;4;5;0;0.0;satisfied
14383;94428;Male;Loyal Customer;40;Business travel;Business;239;2;4;2;2;5;5;5;4;4;4;4;4;4;4;0;0.0;satisfied
14384;32955;Male;Loyal Customer;13;Personal Travel;Eco;101;3;4;3;5;4;3;4;4;5;5;4;5;5;4;0;0.0;neutral or dissatisfied
14385;14552;Male;Loyal Customer;56;Personal Travel;Eco;362;3;5;3;3;5;3;5;5;4;2;4;4;4;5;0;0.0;neutral or dissatisfied
14386;89362;Male;Loyal Customer;16;Personal Travel;Eco;1587;3;2;3;3;4;3;4;4;4;1;4;3;4;4;8;0.0;neutral or dissatisfied
14387;52382;Female;Loyal Customer;41;Personal Travel;Eco;370;5;5;5;3;1;5;1;1;5;4;5;2;5;1;0;0.0;satisfied
14388;51497;Female;Loyal Customer;58;Personal Travel;Business;451;1;4;1;3;4;3;3;1;1;1;1;1;1;2;0;3.0;neutral or dissatisfied
14389;115105;Female;Loyal Customer;36;Business travel;Business;358;4;4;4;4;4;4;4;5;5;5;5;3;5;5;4;2.0;satisfied
14390;92905;Male;Loyal Customer;48;Business travel;Business;2897;5;5;5;5;2;5;4;5;5;5;5;4;5;3;0;0.0;satisfied
14391;38418;Male;Loyal Customer;59;Business travel;Eco;965;3;4;5;5;3;3;3;3;1;3;4;4;4;3;0;5.0;neutral or dissatisfied
14392;93012;Female;Loyal Customer;52;Business travel;Eco;1524;3;4;4;4;3;4;4;3;3;3;3;3;3;3;2;0.0;neutral or dissatisfied
14393;111130;Female;Loyal Customer;46;Business travel;Business;3145;1;1;3;1;5;5;4;5;5;5;5;4;5;4;45;24.0;satisfied
14394;92481;Female;Loyal Customer;47;Business travel;Eco;1919;1;3;3;3;5;2;4;1;1;1;1;2;1;4;0;27.0;neutral or dissatisfied
14395;26373;Male;disloyal Customer;56;Business travel;Eco;494;2;2;2;3;2;3;3;1;2;4;3;3;4;3;168;162.0;neutral or dissatisfied
14396;75837;Male;Loyal Customer;40;Business travel;Business;1440;1;5;2;5;1;3;3;1;1;1;1;3;1;4;0;11.0;neutral or dissatisfied
14397;33504;Male;Loyal Customer;37;Personal Travel;Eco;965;3;5;3;2;2;3;2;2;4;5;5;4;5;2;0;0.0;neutral or dissatisfied
14398;53366;Male;Loyal Customer;47;Business travel;Business;1452;3;1;5;1;1;4;3;3;3;3;3;4;3;1;33;60.0;neutral or dissatisfied
14399;87278;Male;Loyal Customer;53;Business travel;Business;577;5;5;5;5;2;5;4;4;4;5;4;4;4;4;2;0.0;satisfied
14400;31368;Female;Loyal Customer;36;Business travel;Business;3500;5;5;3;5;4;3;3;5;5;5;5;4;5;5;0;0.0;satisfied
14401;12383;Male;Loyal Customer;57;Business travel;Business;2721;3;4;4;4;2;3;4;4;4;4;3;2;4;3;0;0.0;neutral or dissatisfied
14402;11273;Female;Loyal Customer;32;Personal Travel;Eco;667;3;5;3;4;1;3;1;1;4;4;3;5;4;1;1;0.0;neutral or dissatisfied
14403;86350;Female;disloyal Customer;22;Business travel;Eco;762;0;0;0;1;5;0;5;5;5;5;5;3;4;5;19;0.0;satisfied
14404;46566;Male;disloyal Customer;25;Business travel;Eco;125;2;3;3;4;1;3;1;1;4;2;4;5;1;1;0;0.0;neutral or dissatisfied
14405;124745;Male;disloyal Customer;26;Business travel;Business;280;3;4;3;4;4;3;1;4;5;3;4;3;5;4;36;29.0;neutral or dissatisfied
14406;67896;Male;Loyal Customer;63;Personal Travel;Eco;1171;4;4;4;3;5;4;5;5;2;1;3;4;3;5;0;0.0;neutral or dissatisfied
14407;14220;Male;Loyal Customer;16;Personal Travel;Eco;620;4;4;4;4;4;4;4;4;1;5;4;3;3;4;1;0.0;satisfied
14408;12450;Male;Loyal Customer;16;Personal Travel;Eco;262;1;2;1;3;3;1;3;3;1;1;4;2;3;3;0;0.0;neutral or dissatisfied
14409;94766;Male;disloyal Customer;40;Business travel;Eco;248;3;1;3;2;1;3;1;1;4;3;2;3;2;1;17;12.0;neutral or dissatisfied
14410;64548;Male;Loyal Customer;44;Business travel;Business;2941;5;5;5;5;5;4;5;5;5;5;5;4;5;3;5;0.0;satisfied
14411;38411;Male;Loyal Customer;59;Business travel;Eco;965;4;4;1;4;4;4;4;4;1;2;1;1;5;4;0;0.0;satisfied
14412;28570;Male;disloyal Customer;29;Business travel;Eco;2603;2;2;2;4;2;2;2;2;3;2;5;2;5;2;0;19.0;neutral or dissatisfied
14413;40649;Female;disloyal Customer;22;Business travel;Business;584;5;0;5;4;2;5;3;2;4;5;4;4;5;2;0;0.0;satisfied
14414;125306;Male;Loyal Customer;51;Personal Travel;Eco;678;2;4;3;4;5;3;5;5;4;2;5;3;4;5;0;0.0;neutral or dissatisfied
14415;44287;Female;Loyal Customer;37;Personal Travel;Business;1123;1;4;1;1;4;4;4;2;2;1;2;4;2;5;0;0.0;neutral or dissatisfied
14416;27952;Male;disloyal Customer;22;Business travel;Eco;1770;2;2;2;3;4;2;4;4;4;5;5;1;5;4;0;0.0;satisfied
14417;114999;Female;disloyal Customer;26;Business travel;Business;337;4;5;4;1;5;4;5;5;5;2;5;3;4;5;112;109.0;neutral or dissatisfied
14418;11093;Male;Loyal Customer;47;Personal Travel;Eco;229;1;5;1;1;5;1;5;5;3;4;4;4;5;5;0;5.0;neutral or dissatisfied
14419;62637;Female;Loyal Customer;18;Personal Travel;Eco;1744;2;1;2;4;3;2;3;3;1;2;4;4;3;3;58;48.0;neutral or dissatisfied
14420;109565;Female;Loyal Customer;20;Personal Travel;Eco;992;4;4;4;4;3;4;3;3;3;2;3;1;4;3;20;14.0;neutral or dissatisfied
14421;41242;Female;disloyal Customer;16;Business travel;Eco;643;4;4;4;3;4;4;1;4;1;3;3;4;3;4;1;0.0;neutral or dissatisfied
14422;101488;Female;Loyal Customer;41;Business travel;Business;2964;2;2;2;2;2;5;4;4;4;4;4;5;4;5;17;13.0;satisfied
14423;69380;Female;disloyal Customer;13;Business travel;Eco;1096;3;3;3;4;3;3;3;3;2;4;3;1;3;3;0;4.0;neutral or dissatisfied
14424;101249;Female;Loyal Customer;53;Personal Travel;Eco Plus;1587;2;5;2;2;3;5;4;5;5;2;5;5;5;3;50;34.0;neutral or dissatisfied
14425;119017;Female;Loyal Customer;14;Personal Travel;Business;1460;5;5;5;1;4;5;4;4;5;2;5;4;5;4;0;19.0;satisfied
14426;74064;Male;Loyal Customer;34;Business travel;Business;3301;2;2;2;2;5;5;5;4;4;4;4;5;4;4;0;0.0;satisfied
14427;6289;Female;Loyal Customer;53;Personal Travel;Eco;693;1;4;1;2;2;5;5;4;4;1;4;4;4;4;0;2.0;neutral or dissatisfied
14428;36920;Male;Loyal Customer;14;Personal Travel;Eco;740;3;5;3;3;5;3;5;5;3;5;5;4;5;5;0;4.0;neutral or dissatisfied
14429;89821;Female;disloyal Customer;23;Business travel;Eco;1096;4;4;4;5;4;4;4;4;3;1;2;1;5;4;11;0.0;neutral or dissatisfied
14430;112409;Female;disloyal Customer;29;Business travel;Eco;862;1;1;1;2;4;1;4;4;3;2;2;4;2;4;1;0.0;neutral or dissatisfied
14431;119982;Female;Loyal Customer;50;Personal Travel;Eco;1009;3;4;3;1;5;3;3;3;3;3;3;5;3;1;0;0.0;neutral or dissatisfied
14432;44795;Female;Loyal Customer;59;Business travel;Eco Plus;1250;3;1;1;1;2;1;1;3;3;3;3;3;3;3;14;4.0;neutral or dissatisfied
14433;32137;Male;Loyal Customer;55;Business travel;Eco;163;5;5;5;5;5;5;5;5;2;5;5;3;4;5;0;0.0;satisfied
14434;24845;Female;Loyal Customer;60;Personal Travel;Eco;861;2;5;2;3;4;5;5;2;2;2;2;5;2;4;0;0.0;neutral or dissatisfied
14435;77921;Male;disloyal Customer;38;Business travel;Business;152;1;1;1;3;1;1;1;1;2;2;3;2;4;1;0;0.0;neutral or dissatisfied
14436;78580;Female;Loyal Customer;53;Personal Travel;Eco;630;3;1;4;3;3;4;3;1;1;4;1;3;1;4;0;0.0;neutral or dissatisfied
14437;94475;Female;Loyal Customer;54;Business travel;Business;3127;3;3;3;3;3;4;4;4;4;4;4;5;4;4;27;20.0;satisfied
14438;79102;Female;Loyal Customer;57;Personal Travel;Eco;226;2;4;2;3;4;5;5;3;3;2;3;5;3;5;0;0.0;neutral or dissatisfied
14439;14841;Female;Loyal Customer;57;Business travel;Business;240;0;0;0;1;4;4;4;4;4;4;4;4;4;4;65;100.0;satisfied
14440;124847;Female;Loyal Customer;38;Personal Travel;Eco;280;4;5;4;2;3;4;4;3;5;4;5;4;4;3;0;0.0;satisfied
14441;112331;Female;Loyal Customer;13;Personal Travel;Business;967;1;4;1;4;5;1;5;5;3;4;5;4;4;5;17;0.0;neutral or dissatisfied
14442;6280;Female;disloyal Customer;24;Business travel;Eco;585;3;2;3;4;3;3;3;3;4;3;3;2;3;3;33;26.0;neutral or dissatisfied
14443;65627;Male;Loyal Customer;60;Personal Travel;Eco;237;4;4;0;5;1;0;1;1;4;3;4;5;5;1;0;0.0;satisfied
14444;36810;Male;disloyal Customer;15;Business travel;Eco;976;2;2;2;4;5;2;5;5;1;3;2;2;4;5;6;0.0;neutral or dissatisfied
14445;88538;Male;Loyal Customer;49;Personal Travel;Eco;270;2;1;2;3;4;2;4;4;3;4;4;1;4;4;68;66.0;neutral or dissatisfied
14446;9621;Male;Loyal Customer;54;Business travel;Business;2234;2;2;2;2;2;4;4;5;5;5;5;4;5;4;19;16.0;satisfied
14447;46857;Female;Loyal Customer;42;Business travel;Business;1844;2;2;1;2;1;4;4;2;2;2;2;2;2;4;0;0.0;satisfied
